budget,revenue,title,cast,director,runtime,genres,release_date,release_year
170000000,222104681,Wild Wild West,Will Smith|Kevin Kline|Kenneth Branagh|Salma Hayek|M. Emmet Walsh,Barry Sonnenfeld,106,Action|Adventure|Comedy|Drama|Science Fiction,6/29/1999,1999
160000000,61698899,The 13th Warrior,Antonio Banderas|Vladimir Kulich|Dennis StorhÃ¸i|Daniel Southern|Clive Russell,John McTiernan,102,Adventure|Fantasy|Action,8/27/1999,1999
100000000,211989043,End of Days,Arnold Schwarzenegger|Gabriel Byrne|Kevin Pollak|Robin Tunney|CCH Pounder,Peter Hyams,121,Action|Fantasy|Horror|Mystery,11/23/1999,1999
24000000,88545092,The Cider House Rules,Tobey Maguire|Charlize Theron|Delroy Lindo|Paul Rudd|Michael Caine,Lasse HallstrÃ¶m,126,Drama,12/17/1999,1999
70000000,23159305,The Iron Giant,Jennifer Aniston|Harry Connick Jr.|Vin Diesel|Cloris Leachman|James Gammon,Brad Bird,86,Adventure|Animation|Family|Fantasy|Science Fiction,8/6/1999,1999
60000000,73648228,Deep Blue Sea,Thomas Jane|Saffron Burrows|LL Cool J|Michael Rapaport|Samuel L. Jackson,Renny Harlin,105,Horror|Action|Thriller|Science Fiction,7/27/1999,1999
90000000,161626121,Payback,Mel Gibson|Kris Kristofferson|Gregg Henry|Maria Bello|David Paymer,Paul Abascal|Brian Helgeland,100,Drama|Action|Thriller|Crime,2/4/1999,1999
70000000,309457509,Runaway Bride,Julia Roberts|Richard Gere|Joan Cusack|Rita Wilson|HÃ©ctor Elizondo,Garry Marshall,116,Comedy|Romance,7/30/1999,1999
10000000,103166989,She's All That,Freddie Prinze Jr.|Rachael Leigh Cook|Matthew Lillard|Paul Walker|Jodi Lyn O'Keefe,Robert Iscove,95,Comedy|Romance,1/29/1999,1999
70000000,177841558,Double Jeopardy,Tommy Lee Jones|Ashley Judd|Bruce Greenwood|Annabeth Gish|Benjamin Weir,Bruce Beresford,,Drama|Mystery|Thriller|Crime,9/24/1999,1999
6000000,30471,The Boondock Saints,Willem Dafoe|Norman Reedus|Sean Patrick Flanery|David Della Rocco|David Ferry,Troy Duffy,108,Action|Thriller|Crime,1/22/1999,1999
10000000,12827813,Office Space,Ron Livingston|Jennifer Aniston|David Herman|Ajay Naidu|Diedrich Bader,Mike Judge,89,Comedy|Crime,2/19/1999,1999
6000000,10409377,The Virgin Suicides,James Woods|Kathleen Turner|Kirsten Dunst|Josh Hartnett|A.J. Cook,Sofia Coppola,97,Drama|Romance,4/21/1999,1999
100000000,93700000,Bicentennial Man,Robin Williams|Sam Neill|Embeth Davidtz|Oliver Platt|Kiersten Warren,Chris Columbus,131,Comedy|Science Fiction,12/17/1999,1999
25000,248000000,The Blair Witch Project,Heather Donahue|Michael C. Williams|Joshua Leonard|Bob Griffith|Jim King,Daniel Myrick|Eduardo SÃ¡nchez,81,Horror|Mystery,7/14/1999,1999
38000000,58401898,The Ninth Gate,Johnny Depp|Frank Langella|Lena Olin|Emmanuelle Seigner|Barbara Jefford,Roman Polanski,133,Horror|Mystery|Thriller,8/24/1999,1999
50000000,73956241,The Hurricane,Denzel Washington|Vicellous Reon Shannon|Deborah Kara Unger|Liev Schreiber|John Hannah,Norman Jewison,146,Drama,9/17/1999,1999
16000000,18564088,The Thirteenth Floor,Craig Bierko|Armin Mueller-Stahl|Gretchen Mol|Vincent D'Onofrio|Dennis Haysbert,Josef Rusnak,100,Thriller|Science Fiction|Mystery,4/16/1999,1999
34200000,234801895,Big Daddy,Adam Sandler|Joey Lauren Adams|Kristy Swanson|Cole Sprouse|Jon Stewart,Dennis Dugan,93,Comedy|Drama,6/25/1999,1999
40000000,96618699,8MM,Nicolas Cage|Joaquin Phoenix|James Gandolfini|Chris Bauer|Anthony Heald,Joel Schumacher,123,Thriller|Crime|Mystery,2/25/1999,1999
10000000,30652890,Dogma,Ben Affleck|Matt Damon|Linda Fiorentino|Jason Mewes|Chris Rock,Kevin Smith,130,Fantasy|Comedy|Adventure,11/12/1999,1999
80000000,91188905,The Haunting,Liam Neeson|Catherine Zeta-Jones|Owen Wilson|Lili Taylor|Bruce Dern,Jan de Bont,113,Horror|Thriller|Fantasy|Mystery,7/23/1999,1999
75000000,93888180,Forces of Nature,Sandra Bullock|Ben Affleck|Maura Tierney|Steve Zahn|Blythe Danner,Bronwen Hughes,105,Comedy,3/12/1999,1999
35000000,40263020,Blast from the Past,Brendan Fraser|Alicia Silverstone|Christopher Walken|Sissy Spacek|Nathan Fillion,Hugh Wilson,112,Comedy|Romance,2/12/1999,1999
80000000,118880016,Message in a Bottle,Kevin Costner|Robin Wright|Paul Newman|John Savage|Illeana Douglas,Luis Mandoki,131,Drama,2/22/1999,1999
60000000,149705852,The General's Daughter,John Travolta|Madeleine Stowe|James Cromwell|Timothy Hutton|Leslie Stefanson,Simon West,116,Crime|Drama|Mystery|Thriller,6/18/1999,1999
29000000,50041732,Stigmata,Patricia Arquette|Gabriel Byrne|Jonathan Pryce|Nia Long|Thomas Kopache,Rupert Wainwright,103,Horror|Thriller,9/10/1999,1999
12000000,21133087,Stir of Echoes,Kevin Bacon|Zachary David Cope|Kathryn Erbe|Illeana Douglas|Kevin Dunn,David Koepp,99,Horror|Mystery|Thriller,9/10/1999,1999
37000000,48451803,Magnolia,Julianne Moore|William H. Macy|John C. Reilly|Tom Cruise|Philip Baker Hall,Paul Thomas Anderson,188,Drama,12/8/1999,1999
51000000,36911617,The Bachelor,Chris O'Donnell|RenÃ©e Zellweger|Artie Lange|Hal Holbrook|Ed Asner,Gary Sinyor,101,Comedy,11/5/1999,1999
75000000,14010690,Virus,Jamie Lee Curtis|William Baldwin|Donald Sutherland|Joanna Pacula|Marshall Bell,John Bruno,99,Horror|Action|Science Fiction,1/14/1999,1999
40000000,128798265,The Talented Mr. Ripley,Matt Damon|Gwyneth Paltrow|Jude Law|Cate Blanchett|Philip Seymour Hoffman,Anthony Minghella,139,Thriller|Crime|Drama,12/25/1999,1999
27000000,56870414,Lake Placid,Bill Pullman|Bridget Fonda|Oliver Platt|Brendan Gleeson|Betty White,Steve Miner,82,Horror|Comedy|Action|Science Fiction|Thriller,7/15/1999,1999
34000000,4217115,Detroit Rock City,Giuseppe Andrews|James DeBello|Edward Furlong|Sam Huntington|Lin Shaye,Adam Rifkin,95,Comedy,8/13/1999,1999
68000000,29762011,Mystery Men,Hank Azaria|Janeane Garofalo|William H. Macy|Kel Mitchell|Jenifer Lewis,Kinka Usher,121,Adventure|Fantasy|Action|Comedy|Science Fiction,8/6/1999,1999
80000000,90874570,Fantasia 2000,Steve Martin|Quincy Jones|Bette Midler|James Earl Jones|Penn Jillette,Paul Brizzi|Hendel Butoy|Francis Glebas|Eric Goldberg|Don Hahn|Pixote Hunt|James Algar|GaÃ«tan Brizzi,74,Music|Animation|Family|Fantasy,12/31/1999,1999
6500000,28451622,Go,Sarah Polley|Katie Holmes|Jay Mohr|Timothy Olyphant|William Fichtner,Doug Liman,98,Crime|Comedy|Thriller,4/9/1999,1999
25000000,84565230,Never Been Kissed,Drew Barrymore|David Arquette|Michael Vartan|Molly Shannon|Jenny Bicks,Raja Gosnell,107,Romance|Comedy|Drama,4/9/1999,1999
75000000,108000000,Three Kings,George Clooney|Mark Wahlberg|Ice Cube|Spike Jonze|Cliff Curtis,David O. Russell,114,Action|Adventure|Comedy,9/27/1999,1999
82000000,47434430,Man on the Moon,Jim Carrey|Courtney Love|Bob Zmuda|Danny DeVito|Gerry Becker,MiloÅ¡ Forman,118,Comedy|Drama|Romance,12/22/1999,1999
25000000,13000000,Brokedown Palace,Claire Danes|Kate Beckinsale|Bill Pullman|Jacqueline Kim|Lou Diamond Phillips,Jonathan Kaplan,100,Drama|Thriller,8/13/1999,1999
19000000,40846082,House on Haunted Hill,Geoffrey Rush|Famke Janssen|Taye Diggs|Peter Gallagher|Chris Kattan,William Malone,93,Horror|Mystery|Thriller,10/29/1999,1999
48000000,124305181,The Thomas Crown Affair,Pierce Brosnan|Rene Russo|Denis Leary|Ben Gazzara|Frankie Faison,John McTiernan,113,Drama|Comedy|Crime|Romance,8/6/1999,1999
64000000,74608570,Random Hearts,Harrison Ford|Kristin Scott Thomas|Charles S. Dutton|Bonnie Hunt|Dennis Haysbert,Sydney Pollack,133,Drama|Romance,10/8/1999,1999
15000000,2856712,eXistenZ,Jennifer Jason Leigh|Jude Law|Ian Holm|Willem Dafoe|Don McKellar,David Cronenberg,97,Action|Thriller|Science Fiction|Horror,4/14/1999,1999
23000000,10827816,The End of the Affair,Ralph Fiennes|Stephen Rea|Julianne Moore|James Bolam|Ian Hart,Neil Jordan,102,Drama,12/3/1999,1999
65000000,117758500,Blue Streak,Martin Lawrence|Luke Wilson|Dave Chappelle|Peter Greene|Nicole Ari Parker,Les Mayfield,93,Thriller|Action|Comedy|Crime,9/17/1999,1999
21000000,17762705,The Rage: Carrie 2,Emily Bergl|Jason London|Amy Irving|J. Smith-Cameron|Dylan Bruno,Katt Shea,104,Horror|Thriller|Science Fiction,3/11/1999,1999
10000000,5241315,Black and White,Robert Downey Jr.|Scott Caan|Stacy Edwards|Allan Houston|Gaby Hoffmann,James Toback,98,Drama,9/4/1999,1999
25000000,15156200,The Corruptor,Mark Wahlberg|Chow Yun-fat|Byron Mann|Kim Chan|Ric Young,James Foley,110,Action|Crime|Mystery|Thriller,3/12/1999,1999
45000000,10667893,Universal Soldier: The Return,Jean-Claude Van Damme|Kiana Tom|Bill Goldberg|Michael Jai White|Heidi Schanz,Mic Rodgers,82,Action|Science Fiction,8/5/1999,1999
70000000,11263966,Chill Factor,Cuba Gooding Jr.|Skeet Ulrich|Peter Firth|David Paymer|Daniel Hugh Kelly,Hugh Johnson,101,Action|Comedy|Thriller,9/1/1999,1999
80000000,73345029,Life,Eddie Murphy|Martin Lawrence|Obba BabatundÃ©|Nick Cassavetes|Bernie Mac,Ted Demme,108,Comedy|Crime|Drama,4/16/1999,1999
23000000,18653615,Anywhere But Here,Susan Sarandon|Natalie Portman|Hart Bochner|Eileen Ryan|Ray Baker,Wayne Wang,114,Drama|Comedy|Romance,11/12/1999,1999
75000000,19598588,The Astronaut's Wife,Johnny Depp|Charlize Theron|Joe Morton|Clea DuVall|Nick Cassavetes,Rand Ravich,109,Drama|Science Fiction|Thriller,8/26/1999,1999
65000000,36850101,My Favorite Martian,Jeff Daniels|Elizabeth Hurley|Daryl Hannah|Christopher Lloyd|Wallace Shawn,Donald Petrie,94,Comedy|Drama|Family|Science Fiction,2/11/1999,1999
10000000,3193102,The Limey,Terence Stamp|Lesley Ann Warren|Luis GuzmÃ¡n|Barry Newman|Joe Dallesandro,Steven Soderbergh,89,Drama|Action|Thriller|Crime|Mystery,5/15/1999,1999
25,13,Angela's Ashes,Emily Watson|Robert Carlyle|Joe Breen|Michael Legge|Ciaran Owens,Alan Parker,145,Drama,12/25/1999,1999
50000000,58900031,The Story of Us,Bruce Willis|Michelle Pfeiffer|Rob Reiner|Colleen Rennison|Jake Sandvig,Rob Reiner,95,Comedy|Drama|Romance,10/13/1999,1999
8000000,17843379,Drive Me Crazy,Melissa Joan Hart|Stephen Collins|Adrian Grenier|Susan May Pratt|Ali Larter,John Schultz,91,Drama|Comedy|Romance|Family,10/1/1999,1999
24000000,16290976,Muppets from Space,Steve Whitmire|Dave Goelz|Bill Barretta|Frank Oz|Jerry Nelson,Tim Hill,87,Fantasy|Comedy|Science Fiction|Family,7/14/1999,1999
14000000,18535191,An Ideal Husband,Cate Blanchett|Minnie Driver|Rupert Everett|Julianne Moore|Jeremy Northam,Oliver Parker,97,Drama|Comedy|Romance,4/15/1999,1999
17000000,65535067,Deuce Bigalow: Male Gigolo,Rob Schneider|William Forsythe|Eddie Griffin|Arija Bareikis|Oded Fehr,Mike Mitchell,88,Comedy,12/10/1999,1999
25000000,4152230,Idle Hands,Devon Sawa|Seth Green|Jessica Alba|Vivica A. Fox|Christopher Hart,Rodman Flender|Christian P. Della Penna,92,Thriller|Comedy|Horror,4/30/1999,1999
55000000,100230832,Any Given Sunday,Al Pacino|Cameron Diaz|Dennis Quaid|James Woods|Jamie Foxx,Oliver Stone,150,Drama,12/16/1999,1999
38000000,28121100,The Deep End of the Ocean,Michelle Pfeiffer|Treat Williams|Whoopi Goldberg|Jonathan Jackson|Cory Buck,Ulu Grosbard,106,Drama|Mystery,3/12/1999,1999
600000,4000000,Human Traffic,John Simm|Danny Dyer|Lorraine Pilkington|Shaun Parkes|Nicola Reynolds,Justin Kerrigan,99,Comedy|Drama,6/4/1999,1999
7000000,14011454,In Too Deep,Omar Epps|LL Cool J|Nia Long|Stanley Tucci|Hill Harper,Michael Rymer,97,Drama|Action|Thriller|Crime,8/25/1999,1999
13000000,8946237,Teaching Mrs. Tingle,Helen Mirren|Katie Holmes|Jeffrey Tambor|Molly Ringwald|Vivica A. Fox,Kevin Williamson,96,Comedy|Thriller,8/11/1999,1999
10000000,10571408,Drop Dead Gorgeous,Kirsten Dunst|Ellen Barkin|Denise Richards|Amy Adams|Kirstie Alley,Michael Patrick Jann,98,Comedy,7/23/1999,1999
9000000,34573780,The Best Man,Nia Long|Morris Chestnut|Harold Perrineau|Terrence Howard|Sanaa Lathan,Malcolm D. Lee,120,Drama|Comedy,10/22/1999,1999
6000000,4398989,Simply Irresistible,Sarah Michelle Gellar|Sean Patrick Flanery|Dylan Baker|Patricia Clarkson|Lawrence Gilliard Jr.,Mark Tarlov,95,Comedy,2/5/1999,1999
27000000,14859394,Music of the Heart,Meryl Streep|Angela Bassett|Cloris Leachman|Aidan Quinn|Michael Angarano,Wes Craven,124,Drama,10/29/1999,1999
28000000,8888143,"Mystery, Alaska",Russell Crowe|Hank Azaria|Mary McCormack|Burt Reynolds|Colm Meaney,Jay Roach,119,Comedy|Drama,10/1/1999,1999
50000000,13260050,The Mod Squad,Claire Danes|Giovanni Ribisi|Omar Epps|Dennis Farina|Josh Brolin,Scott Silver,92,Action|Mystery|Thriller,3/26/1999,1999
6000000,25059640,The Wood,Omar Epps|Richard T. Jones|Taye Diggs|Malinda Williams|Sean Nelson,Rick Famuyiwa,106,Comedy|Drama|Romance,7/16/1999,1999
6000000,6852450,200 Cigarettes,Ben Affleck|Casey Affleck|Dave Chappelle|Kate Hudson|Janeane Garofalo,Risa Bramon Garcia,101,Comedy|Drama|Romance,2/26/1999,1999
75000000,29000000,The Out-of-Towners,Steve Martin|Goldie Hawn|John Cleese|Mark McKinney|Jessica Cauffiel,Sam Weisman,90,Comedy,4/2/1999,1999
60000000,66976317,Joan of Arc,Milla Jovovich|Dustin Hoffman|Faye Dunaway|John Malkovich|Vincent Cassel,Luc Besson,148,Adventure|Drama|Action|History|War,10/18/1999,1999
20000000,1531251,Beowulf,Christopher Lambert|Rhona Mitra|Oliver Cotton|GÃ¶tz Otto|Vincent Hammond,Graham Baker,95,Action|Science Fiction|Thriller|Adventure|Horror,4/1/1999,1999
24000000,8434146,Play It to the Bone,Antonio Banderas|Woody Harrelson|Lolita Davidovich|Tom Sizemore|Lucy Liu,Ron Shelton,124,Comedy|Drama,12/25/1999,1999
1700000,1943649,"Happy, Texas",Steve Zahn|William H. Macy|Jeremy Northam|Ally Walker|Ron Perlman,Mark Illsley,98,Comedy|Crime,12/3/1999,1999
38000000,635096,Ride with the Devil,Tobey Maguire|Skeet Ulrich|Jeffrey Wright|Jewel|Jonathan Rhys Meyers,Ang Lee,138,Drama|War|Romance|Western,11/24/1999,1999
3000000,3076820,Jawbreaker,Rose McGowan|Julie Benz|Rebecca Gayheart|Carol Kane|Pam Grier,Darren Stein,87,Comedy,1/30/1999,1999
13000000,27500000,Dick,Kirsten Dunst|Michelle Williams|Will Ferrell|Dan Hedaya|Bruce McCulloch,Andrew Fleming,94,Comedy,8/4/1999,1999
25000000,12000000,The King and I,Miranda Richardson|Martin Vidnovic|Ian Richardson|Darrell Hammond|Christiane Noll,Richard Rich,87,Animation|Drama|Family,3/19/1999,1999
7000000,7292175,Outside Providence,Shawn Hatosy|Amy Smart|Alec Baldwin|Jon Abrahams|Richard Jenkins,Michael Corrente,96,Romance|Comedy|Drama,8/16/1999,1999
450000,2049595,Trick,Tori Spelling|Christian Campbell|John Paul Pitoc|Brad Beyer,Jim Fall,89,Comedy|Romance,7/23/1999,1999
12000000,36450736,Baby Geniuses,Kathleen Turner|Christopher Lloyd|Kim Cattrall|Peter MacNicol|Dom DeLuise,Bob Clark,97,Comedy|Family|Science Fiction,3/12/1999,1999
3800000,28200000,East Is East,Om Puri|Linda Bassett|Ian Aspinall|Jimi Mistry|Archie Panjabi,Damien O'Donnell,97,Comedy,5/14/1999,1999
1,100,Lost & Found,David Spade|Sophie Marceau|Ever Carradine|Stephanie Chang|Neal MacMillan,Jeff Pollack,95,Comedy|Romance,4/23/1999,1999
12000000,21001563,Tea with Mussolini,Cher|Judi Dench|Joan Plowright|Maggie Smith|Lily Tomlin,Franco Zeffirelli,117,Comedy|Drama|War,3/25/1999,1999
93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,Peter Jackson,178,Adventure|Fantasy|Action,12/18/2001,2001
125000000,976475550,Harry Potter and the Philosopher's Stone,Daniel Radcliffe|Rupert Grint|Emma Watson|John Cleese|Robbie Coltrane,Chris Columbus,152,Adventure|Fantasy|Family,11/16/2001,2001
15000000,20117339,Mulholland Drive,Naomi Watts|Laura Harring|Ann Miller|Dan Hedaya|Justin Theroux,David Lynch,147,Thriller|Drama|Mystery,5/16/2001,2001
6000000,1270522,Donnie Darko,Jake Gyllenhaal|Patrick Swayze|Drew Barrymore|Maggie Gyllenhaal|Holmes Osborne,Richard Kelly,113,Fantasy|Drama|Mystery,1/18/2001,2001
115000000,562816256,"Monsters, Inc.",John Goodman|Billy Crystal|Mary Gibbs|Steve Buscemi|James Coburn,Lee Unkrich|David Silverman|Pete Docter,92,Fantasy|Animation|Family|Comedy,11/1/2001,2001
100000000,235926552,A.I. Artificial Intelligence,Haley Joel Osment|Frances O'Connor|Sam Robards|Jake Thomas|Jude Law,Steven Spielberg,146,Drama|Science Fiction|Adventure,6/29/2001,2001
60000000,484409218,Shrek,Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Vincent Cassel,Andrew Adamson|Vicky Jenson,90,Adventure|Animation|Comedy|Family|Fantasy,5/16/2001,2001
25000000,281929795,Bridget Jones's Diary,RenÃ©e Zellweger|Colin Firth|Hugh Grant|Gemma Jones|Jim Broadbent,Sharon Maguire,97,Comedy|Romance|Drama,4/13/2001,2001
85000000,450717150,Ocean's Eleven,George Clooney|Brad Pitt|Matt Damon|Andy GarcÃ­a|Julia Roberts,Steven Soderbergh,116,Thriller|Crime,12/7/2001,2001
140000000,449220945,Pearl Harbor,Ben Affleck|Josh Hartnett|Kate Beckinsale|Cuba Gooding Jr.|Jon Voight,Michael Bay,183,History|Romance|War,5/21/2001,2001
98000000,433013274,The Mummy Returns,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo|Oded Fehr,Stephen Sommers,130,Action|Adventure|Drama|Fantasy|Horror,4/28/2001,2001
120000000,186053725,Atlantis: The Lost Empire,Michael J. Fox|Corey Burton|Claudia Christian|James Garner|John Mahoney,Gary Trousdale|Kirk Wise,95,Animation|Family|Adventure|Science Fiction,6/2/2001,2001
115000000,274703340,Lara Croft: Tomb Raider,Angelina Jolie|Jon Voight|Iain Glen|Noah Taylor|Daniel Craig,Simon West,100,Adventure|Fantasy|Action|Thriller,6/11/2001,2001
60000000,313542341,A Beautiful Mind,Russell Crowe|Ed Harris|Jennifer Connelly|Christopher Plummer|Paul Bettany,Ron Howard,135,Drama|Romance,12/11/2001,2001
30000000,287553595,American Pie 2,Jason Biggs|Thomas Ian Nicholas|Chris Klein|Seann William Scott|Eddie Kaye Thomas,J.B. Rogers,108,Comedy|Romance,8/10/2001,2001
37000000,165335153,The Princess Diaries,Anne Hathaway|Julie Andrews|Heather Matarazzo|Robert Schwartzman|HÃ©ctor Elizondo,Garry Marshall,115,Comedy|Family|Romance,8/3/2001,2001
52500000,179213434,Moulin Rouge!,Nicole Kidman|Ewan McGregor|John Leguizamo|Jim Broadbent|Richard Roxburgh,Baz Luhrmann,127,Romance|Drama|Music,3/9/2001,2001
100000000,362211740,Planet of the Apes,Mark Wahlberg|Tim Roth|Helena Bonham Carter|Michael Clarke Duncan|Kris Kristofferson,Tim Burton,119,Thriller|Science Fiction|Action|Adventure,7/25/2001,2001
21000000,71441250,The Royal Tenenbaums,Gene Hackman|Anjelica Huston|Ben Stiller|Gwyneth Paltrow|Luke Wilson,Wes Anderson,110,Comedy|Drama,10/5/2001,2001
53000000,83282296,Blow,Johnny Depp|PenÃ©lope Cruz|Ethan Suplee|Ray Liotta|Franka Potente,Ted Demme,124,Crime|Drama,4/4/2001,2001
70000000,96976270,Enemy at the Gates,Jude Law|Rachel Weisz|Ed Harris|Joseph Fiennes|Bob Hoskins,Jean-Jacques Annaud,131,War,3/13/2001,2001
92000000,172989651,Black Hawk Down,Josh Hartnett|Ewan McGregor|Jason Isaacs|Tom Sizemore|William Fichtner,Ridley Scott,144,Action|History|War,12/28/2001,2001
18000000,141774679,Legally Blonde,Reese Witherspoon|Luke Wilson|Selma Blair|Matthew Davis|Victor Garber,Robert Luketic,96,Comedy,7/13/2001,2001
65000000,117487473,A Knight's Tale,Heath Ledger|Rufus Sewell|Shannyn Sossamon|Paul Bettany|Laura Fraser,Brian Helgeland,132,Adventure|Drama|Romance|Action,5/11/2001,2001
28000000,60780981,Zoolander,Ben Stiller|Owen Wilson|Christine Taylor|Will Ferrell|Milla Jovovich,Ben Stiller,89,Comedy,9/28/2001,2001
16000000,66468332,Not Another Teen Movie,Chyler Leigh|Chris Evans|Jaime Pressly|Eric Christian Olsen|Mia Kirshner,Joel Gallen,89,Comedy,12/7/2001,2001
45000000,141220678,Scary Movie 2,Anna Faris|Marlon Wayans|James DeBello|Shawn Wayans|David Cross,Keenen Ivory Wayans,83,Comedy,7/4/2001,2001
90000000,347325802,Rush Hour 2,"Chris Tucker|Jackie Chan|Zhang Ziyi|Roselyn SÃ¡nchez|Ernie Reyes, Jr.",Brett Ratner,90,Action|Comedy|Crime|Thriller,8/3/2001,2001
45000000,104876233,Training Day,Denzel Washington|Ethan Hawke|Scott Glenn|Tom Berenger|Harris Yulin,Antoine Fuqua,122,Action|Crime|Drama|Thriller,10/5/2001,2001
17000000,209947037,The Others,Nicole Kidman|Christopher Eccleston|Alakina Mann|James Bentley|Eric Sykes,Alejandro AmenÃ¡bar,101,Horror|Drama|Mystery|Thriller,8/2/2001,2001
25000000,80936232,Jimmy Neutron: Boy Genius,Debi Derryberry|Megan Cavanagh|Mark DeCarlo|Jeffrey Garcia|Patrick Stewart,John A. Davis,83,Adventure|Fantasy|Animation|Action|Comedy,12/21/2001,2001
22000000,33788161,Jay and Silent Bob Strike Back,Kevin Smith|Jason Mewes|Ben Affleck|Jeff Anderson|Brian O'Halloran,Kevin Smith,104,Comedy,8/22/2001,2001
28000000,77516304,Serendipity,John Cusack|Kate Beckinsale|Jeremy Piven|Bridget Moynahan|Eugene Levy,Peter Chelsom,90,Comedy|Romance,10/5/2001,2001
60000000,93375151,Cats & Dogs,Jeff Goldblum|Elizabeth Perkins|Alexander Pollock|Miriam Margolyes|Tobey Maguire,Lawrence Guterman,87,Comedy|Family,7/4/2001,2001
68000000,203388341,Vanilla Sky,Tom Cruise|PenÃ©lope Cruz|Cameron Diaz|Kurt Russell|Jason Lee,Cameron Crowe,136,Drama|Mystery|Romance|Science Fiction|Thriller,12/10/2001,2001
25000000,64437847,Kiss of the Dragon,Jet Li|Bridget Fonda|TchÃ©ky Karyo|Max Ryan|Ric Young,Chris Nahon,98,Action|Crime|Thriller,7/6/2001,2001
92000000,143049560,Spy Game,Robert Redford|Brad Pitt|Catherine McCormack|Stephen Dillane|Larry Bryggman,Tony Scott,126,Action|Crime|Thriller,11/18/2001,2001
102000000,147080413,Swordfish,John Travolta|Hugh Jackman|Halle Berry|Don Cheadle|Sam Shepard,Dominic Sena,99,Action|Crime|Thriller,6/7/2001,2001
40000000,141069860,Shallow Hal,Gwyneth Paltrow|Jack Black|Jason Alexander|Joe Viterelli|Bruce McGill,Bobby Farrelly|Peter Farrelly,114,Comedy|Romance,11/1/2001,2001
30000000,17833000,AntiTrust,Ryan Phillippe|Rachael Leigh Cook|Tim Robbins|Claire Forlani|Richard Roundtree,Peter Howitt,108,Action|Crime|Drama,1/12/2001,2001
137000000,85131830,Final Fantasy: The Spirits Within,Donald Sutherland|Ming-Na Wen|Alec Baldwin|Ving Rhames|Steve Buscemi,Hironobu Sakaguchi|Motonori Sakakibara,106,Adventure|Action|Animation|Fantasy|Science Fiction,7/2/2001,2001
